unharmonized value	icd_o_3_code	icd_o_3_preferred_name	do_id	do_name	ncit_concept_codes
8503/2	8503/2	Noninfiltrating intraductal papillary adenocarcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8503/3	8503/3	Intraductal papillary adenocarcinoma with invasion	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8507/3	8507/3	Invasive micropapillary carcinoma of breast	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8510/3	8510/3	Medullary carcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8510/3 : medullary carcinoma, nos	8510/3	Medullary carcinoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8520/2	8520/2	Lobular carcinoma in situ, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8520/3	8520/3	Lobular carcinoma, NOS	DOID:0050938	breast lobular carcinoma	C3771
8521/1	8521/1	Infiltrating ductular carcinoma, borderline malignancy	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8521/3	8521/3	Infiltrating ductular carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8522/1	8522/1	Borderline Intraductal carcinoma and lobular	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8522/3	8522/3	Infiltrating duct and lobular carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8523/3	8523/3	Infiltrating duct mixed with other types of carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8524/3	8524/3	Infiltrating lobular mixed with other types of carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8530/3	8530/3	Inflammatory carcinoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8540/3	8540/3	Paget disease, mammary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8541/3	8541/3	Paget disease and infiltrating duct carcinoma of breast	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8542/3	8542/3	Paget disease, extramammary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8550/1	8550/1	Acinar cell tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8550/3	8550/3	Acinar cell carcinoma	DOID:3025	acinar cell carcinoma	C3768
8550/3 : acinar cell carcinoma	8550/3	Acinar cell carcinoma	DOID:3025	acinar cell carcinoma	C3768
8560/3	8560/3	Adenosquamous carcinoma	DOID:4830	adenosquamous carcinoma	C3727
8562/3	8562/3	Epithelial-myoepithelial carcinoma	DOID:5309	epithelial-myoepithelial carcinoma	C4199
8574/3	8574/3	Adenocarcinoma with neuroendocrine differentiation	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8574/3 : adenocarcinoma with neuroendocrine differentiation	8574/3	Adenocarcinoma with neuroendocrine differentiation	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8575/3	8575/3	Metaplastic carcinoma, NOS	DOID:4680	breast metaplastic carcinoma	C5164
8576/3	8576/3	Hepatoid adenocarcinoma	DOID:0060534	hepatoid adenocarcinoma	C66950
8580/1	8580/1	Micronodular thymoma with lymphoid stroma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8580/3	8580/3	Thymoma, NOS	DOID:3275	thymoma	C3411
8580/3 : thymoma, nos	8580/3	Thymoma, NOS	DOID:3275	thymoma	C3411
8581/1	8581/3	Thymoma, type A	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8581/3	8581/3	Thymoma, type A	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8582/1	8582/3	Thymoma, type AB	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8582/3	8582/3	Thymoma, type AB	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8583/1	8583/3	Thymoma, type B1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8583/3	8583/3	Thymoma, type B1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8584/1	8584/3	Thymoma, type B2	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8584/3	8584/3	Thymoma, type B2	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8585/3	8585/3	Thymoma, type B3	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8586/3	8586/3	Thymic carcinoma, NOS	DOID:3284	thymic carcinoma	C7569
8590/1	8590/1	Sex cord-gonadal stromal tumor, NOS	DOID:192	sex cord-gonadal stromal tumor	C3794
8591/1	8591/1	Sex cord-gonadal stromal tumor, incompletely differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8592/1	8592/1	Sex cord-gonadal stromal tumor, mixed forms	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8600/0	8600/0	Thecoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8602/0	8602/0	Sclerosing stromal tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8620/1	8620/1	Adult granulosa cell tumor of testis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8620/3	8620/3	Adult granulosa cell tumor of ovary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8622/1	8622/1	Granulosa cell tumor, juvenile	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8622/1 : granulosa cell tumor, juvenile	8622/1	Granulosa cell tumor, juvenile	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8631/1 : sertoli-leydig cell tumor of intermediate differentiation, nos	8631/1	Sertoli-Leydig cell tumor of intermediate differentiation	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8631/3	8631/3	Sertoli-Leydig cell tumor, poorly differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8631/3 : sertoli-leydig cell tumor, poorly differentiated	8631/3	Sertoli-Leydig cell tumor, poorly differentiated	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8634/1	8634/1	Sertoli-Leydig cell tumor, intermediate differentiation, with heterologous elements	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8634/3	8634/3	Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8634/3 : sertoli-leydig cell tumor, poorly differentiated, with heterologous elements	8634/3	Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8640/1	8640/1	Sertoli cell tumor, NOS	DOID:3577	Sertoli cell tumor	C39976
8650/0	8650/0	Leydig cell tumor of the ovary, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8650/1	8650/1	Leydig cell tumor of the testis, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8670/0	8670/0	Lipid cell tumor of ovary	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8680/1	8680/1	Paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8680/3	8680/3	Paraganglioma, malignant	DOID:0050773	paraganglioma	C3308
8680/3 : paraganglioma, nos	8680/3	Paraganglioma, malignant	DOID:0050773	paraganglioma	C3308
8681/1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8691/1	8691/1	Aortic body tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8693/1	8693/1	Extra-adrenal paraganglioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8693/3	8693/3	Extra-adrenal paraganglioma, malignant	DOID:0081245	cauda equina neuroendocrine tumor	C5324
8700/0	8700/0	Pheochromocytoma, NOS	DOID:0050771	pheochromocytoma	__CDA_UNASSIGNED__
8700/3	8700/3	Pheochromocytoma, malignant	DOID:0080347	malignant pheochromocytoma	__CDA_UNASSIGNED__
8700/3 : pheochromocytoma, nos	8700/3	Pheochromocytoma, malignant	DOID:0080347	malignant pheochromocytoma	__CDA_UNASSIGNED__
8710/3	8710/3	Glomangiosarcoma	DOID:5233	glomangiosarcoma	C4221
8711/0	8711/0	Glomus tumor, NOS	DOID:2431	glomus tumor	C3060
8711/3 : glomus tumor, malignant	8711/3	Glomus tumor, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8720/2	8720/2	Melanoma in situ	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8720/2 : melanoma in situ	8720/2	Melanoma in situ	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8720/3	8720/3	Malignant melanoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8720/3 : malignant melanoma, nos	8720/3	Malignant melanoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8720/6	8720/6	Metastatic Malignant melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8721/3	8721/3	Nodular melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8721/3 : nodular melanoma	8721/3	Nodular melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8728/1	8728/1	Meningeal melanocytoma	DOID:5900	meningeal melanocytoma	C4662
8728/3 : meningeal melanomatosis	8728/3	Meningeal melanomatosis	DOID:8243	meningeal melanomatosis	C6891
8730/3	8730/3	Amelanotic melanoma	DOID:4359	amelanotic melanoma	C3802
8742/0 : lentiginous melanocytic nevus	8742/0	Lentiginous melanocytic nevus	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8742/2	8742/2	Lentigo maligna	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8742/3	8742/3	Lentigo maligna melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8743/3	8743/3	Low cumulative sun damage melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8743/3 : low cumulative sun damage melanoma	8743/3	Low cumulative sun damage melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8744/3	8744/3	Acral melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8745/3	8745/3	Desmoplastic melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8746/3	8746/3	Mucosal lentiginous melanoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8761/1	8761/1	Giant pigmented nevus, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8762/1 : proliferative dermal lesion in congenital nevus	8762/1	Proliferative dermal lesion in congenital nevus	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8770/3	8770/3	Malignant Spitz tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8771/3	8771/3	Epithelioid cell melanoma	DOID:4360	epithelioid cell melanoma	C4236
8772/0	8772/0	Spindle cell nevus, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8772/3	8772/3	Spindle cell melanoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8774/3	8774/3	Spindle cell melanoma, type B	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8780/3 : blue nevus, malignant	8780/3	Blue nevus, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8800/0	8800/0	Soft tissue tumor, benign	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8800/3	8800/3	Sarcoma, NOS	DOID:1115	sarcoma	__CDA_UNASSIGNED__
8800/3 : sarcoma, nos	8800/3	Sarcoma, NOS	DOID:1115	sarcoma	__CDA_UNASSIGNED__
8801/3	8801/3	Spindle cell sarcoma	DOID:4235	spindle cell sarcoma	C27005
8801/3 : spindle cell sarcoma	8801/3	Spindle cell sarcoma	DOID:4235	spindle cell sarcoma	C27005
8801/6	8801/6	Metastatic Spindle cell sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8802/3	8802/3	Giant cell sarcoma	DOID:0081418	anaplastic sarcoma of the kidney	C154496
8803/3	8803/3	Small cell sarcoma	DOID:3098	small cell sarcoma	C3746
8803/3 : small cell sarcoma	8803/3	Small cell sarcoma	DOID:3098	small cell sarcoma	C3746
8804/3	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
8804/3 : epithelioid sarcoma, nos	8804/3	Epithelioid sarcoma	DOID:6193	epithelioid sarcoma	C3714
8804/6	8804/6	Metastatic Epithelioid sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8805/3	8805/3	Undifferentiated sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8805/3 : undifferentiated sarcoma	8805/3	Undifferentiated sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8806/3	8806/3	Desmoplastic small round cell tumor	DOID:6785	desmoplastic small round cell tumor	C8300
8806/3 : desmoplastic small round cell tumor	8806/3	Desmoplastic small round cell tumor	DOID:6785	desmoplastic small round cell tumor	C8300
8806/6	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8810/3	8810/3	Fibrosarcoma, NOS	DOID:3355	fibrosarcoma	C3043;C6605;C7075
8811/3	8811/3	Myxofibrosarcoma	DOID:0080534	myxofibrosarcoma	C6496
8814/3	8814/3	Infantile fibrosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8814/3 : infantile fibrosarcoma	8814/3	Infantile fibrosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8815/0	8815/0	Solitary fibrous tumor/Hemangiopericytoma, grade 1	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8815/1	8815/1	Solitary fibrous tumor, NOS	DOID:0080897	solitary fibrous tumor/hemangiopericytoma	__CDA_UNASSIGNED__
8821/1	8821/1	Aggressive fibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8821/1 : aggressive fibromatosis	8821/1	Aggressive fibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8822/1	8822/1	Abdominal fibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8822/1 : abdominal fibromatosis	8822/1	Abdominal fibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8823/0	8823/0	Sclerotic fibroma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8824/0	8824/0	Myofibroma	DOID:4386	myofibroma	__CDA_UNASSIGNED__
8824/0 : myofibroma	8824/0	Myofibroma	DOID:4386	myofibroma	__CDA_UNASSIGNED__
8824/1	8824/1	Myofibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8824/1 : myofibromatosis	8824/1	Myofibromatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8825/1	8825/1	Myofibroblastic tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8825/1 : myofibroblastic tumor, nos	8825/1	Myofibroblastic tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8826/0 : angiomyofibroblastoma	8826/0	Angiomyofibroblastoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8827/1	8827/1	Myofibroblastic tumor, peribronchial	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8830/3	8830/3	Malignant fibrous histiocytoma	DOID:1907	malignant fibrous histiocytoma	C4247
8832/0	8832/0	Dermatofibroma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8832/3	8832/3	Dermatofibrosarcoma protuberans, fibrosarcomatous	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8832/3 : dermatofibrosarcoma protuberans, fibrosarcomatous	8832/3	Dermatofibrosarcoma protuberans, fibrosarcomatous	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8833/3	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8835/1	8835/1	Plexiform fibrohistiocytic tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8836/1	8836/1	Angiomatoid fibrous histiocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8836/1 : angiomatoid fibrous histiocytoma	8836/1	Angiomatoid fibrous histiocytoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8840/0	8840/0	Myxoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8840/3	8840/3	Myxosarcoma	DOID:4136	myxosarcoma	C3255
8842/0	8842/0	Ossifying fibromyxoid tumor, NOS	DOID:2685	ossifying fibromyxoid tumor	C6582
8850/3	8850/3	Liposarcoma, NOS	DOID:3382	liposarcoma	C3194
8850/3 : liposarcoma, nos	8850/3	Liposarcoma, NOS	DOID:3382	liposarcoma	C3194
8851/3	8851/3	Liposarcoma, well differentiated, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8852/3	8852/3	Myxoid liposarcoma	DOID:5363	myxoid liposarcoma	C27781
8852/3 : myxoid liposarcoma	8852/3	Myxoid liposarcoma	DOID:5363	myxoid liposarcoma	C27781
8854/3	8854/3	Pleomorphic liposarcoma	DOID:5702	pleomorphic liposarcoma	C3705
8858/3	8858/3	Dedifferentiated liposarcoma	DOID:0080531	dedifferentiated liposarcoma	C3704
8860/0	8860/0	Angiomyolipoma	DOID:3314	angiomyolipoma	C3734
8881/0 : lipoblastomatosis	8881/0	Lipoblastomatosis	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8890/0	8890/0	Leiomyoma, NOS	DOID:127	leiomyoma	C3157
8890/0 : leiomyoma, nos	8890/0	Leiomyoma, NOS	DOID:127	leiomyoma	C3157
8890/3	8890/3	Leiomyosarcoma, NOS	DOID:1967	leiomyosarcoma	C3158
8890/3 : leiomyosarcoma, nos	8890/3	Leiomyosarcoma, NOS	DOID:1967	leiomyosarcoma	C3158
8891/3	8891/3	Epithelioid leiomyosarcoma	DOID:5264	epithelioid leiomyosarcoma	C3700
8894/3	8894/3	Angiomyosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8896/3	8896/3	Myxoid leiomyosarcoma	DOID:5268	myxoid leiomyosarcoma	C3701
8897/1	8897/1	Smooth muscle tumor of uncertain malignant potential	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8900/0	8900/0	Rhabdomyoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8900/3	8900/3	Rhabdomyosarcoma, NOS	DOID:3247	rhabdomyosarcoma	C3359
8900/3 : rhabdomyosarcoma, nos	8900/3	Rhabdomyosarcoma, NOS	DOID:3247	rhabdomyosarcoma	C3359
8901/3	8901/3	Pleomorphic rhabdomyosarcoma, adult type	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8902/3	8902/3	Mixed type rhabdomyosarcoma	DOID:4065	mixed type rhabdomyosarcoma	__CDA_UNASSIGNED__
8905/0	8905/0	Genital rhabdomyoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8910/3	8910/3	Embryonal rhabdomyosarcoma, NOS	DOID:3246	embryonal rhabdomyosarcoma	C8971
8910/3 : embryonal rhabdomyosarcoma, nos	8910/3	Embryonal rhabdomyosarcoma, NOS	DOID:3246	embryonal rhabdomyosarcoma	C8971
8910/3 : embryonal rhabdomyosarcoma, nos, 9473/3 : cns embryonal tumor, nos	null	null	null	null	null
8912/3	8912/3	Spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	C6519
8912/3 : spindle cell rhabdomyosarcoma	8912/3	Spindle cell rhabdomyosarcoma	DOID:3260	spindle cell rhabdomyosarcoma	C6519
8920/3	8920/3	Alveolar rhabdomyosarcoma	DOID:4051	alveolar rhabdomyosarcoma	C3749;C7958
8920/3 : alveolar rhabdomyosarcoma	8920/3	Alveolar rhabdomyosarcoma	DOID:4051	alveolar rhabdomyosarcoma	C3749;C7958
8920/6	8920/6	Metastatic Alveolar rhabdomyosarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8930/3	8930/3	Endometrial stromal sarcoma, NOS	DOID:4226	endometrial stromal sarcoma	C8973
8931/3	8931/3	Endometrial stromal sarcoma, low grade	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8933/3	8933/3	Adenosarcoma	DOID:1974	adenosarcoma	C9474
8933/3 : adenosarcoma	8933/3	Adenosarcoma	DOID:1974	adenosarcoma	C9474
8936/0	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8936/1	8936/1	Gastrointestinal stromal tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8936/3	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
8936/3 : gastrointestinal stromal tumor	8936/3	Gastrointestinal stromal tumor	DOID:9253	gastrointestinal stromal tumor	C3868
8941/3	8941/3	Carcinoma ex pleomorphic adenoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8950/3	8950/3	Mullerian mixed tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8950/6	8950/6	Metastatic Mullerian mixed tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8951/3	8951/3	Mesodermal mixed tumor	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8959/0	8959/0	Benign cystic nephroma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8960/1 : mesoblastic nephroma	8960/1	Mesoblastic nephroma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8960/3	8960/3	Nephroblastoma, NOS	DOID:2154	nephroblastoma	C27730;C3267;C6180
8960/3 : nephroblastoma, nos	8960/3	Nephroblastoma, NOS	DOID:2154	nephroblastoma	C27730;C3267;C6180
8963/3	8963/3	Rhabdoid tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8963/3 : rhabdoid tumor, nos	8963/3	Rhabdoid tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8964/3	8964/3	Clear cell sarcoma of kidney	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8964/3 : clear cell sarcoma of kidney	8964/3	Clear cell sarcoma of kidney	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8970/3	8970/3	Hepatoblastoma, NOS	DOID:687	hepatoblastoma	C3728
8970/3 : hepatoblastoma, nos	8970/3	Hepatoblastoma, NOS	DOID:687	hepatoblastoma	C3728
8971/3	8971/3	Pancreatoblastoma	DOID:6823	pancreatoblastoma	C4265
8971/3 : pancreatoblastoma	8971/3	Pancreatoblastoma	DOID:6823	pancreatoblastoma	C4265
8973/3	8973/3	Pleuropulmonary blastoma	DOID:4769	pleuropulmonary blastoma	C5669
8973/3 : pleuropulmonary blastoma	8973/3	Pleuropulmonary blastoma	DOID:4769	pleuropulmonary blastoma	C5669
8980/3	8980/3	Carcinosarcoma, NOS	DOID:4236	carcinosarcoma	C34448;C3730;C8975
8982/3	8982/3	Myoepithelial carcinoma	DOID:4838	myoepithelial carcinoma	C7596
8982/3 : myoepithelial carcinoma	8982/3	Myoepithelial carcinoma	DOID:4838	myoepithelial carcinoma	C7596
8983/0	8983/0	Adenomyoepithelioma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8990/1	8990/1	Mesenchymoma, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8991/3	8991/3	Embryonal sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
8991/3 : embryonal sarcoma	8991/3	Embryonal sarcoma	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9000/0	9000/0	Brenner tumor, NOS	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9020/1	9020/1	Phyllodes tumor, borderline	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9020/3	9020/3	Phyllodes tumor, malignant	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__	__CDA_UNASSIGNED__
9040/3	9040/3	Synovial sarcoma, NOS	DOID:5485	synovial sarcoma	C3400
9040/3 : synovial sarcoma, nos	9040/3	Synovial sarcoma, NOS	DOID:5485	synovial sarcoma	C3400
